datetime_beginning_utc,datetime_beginning_ept,fuel_type,mw,fuel_percentage_of_total,is_renewable
4/30/2021 10:00:00 AM,4/30/2021 6:00:00 AM,Multiple Fuels,179.0,0.00,False
4/30/2021 10:00:00 AM,4/30/2021 6:00:00 AM,Nuclear,28209.4,0.37,False
4/30/2021 10:00:00 AM,4/30/2021 6:00:00 AM,Oil,217.9,0.00,False
4/30/2021 10:00:00 AM,4/30/2021 6:00:00 AM,Other,99.4,0.00,False
4/30/2021 10:00:00 AM,4/30/2021 6:00:00 AM,Other Renewables,682.1,0.01,True
4/30/2021 10:00:00 AM,4/30/2021 6:00:00 AM,Solar,0.0,0.00,True
4/30/2021 10:00:00 AM,4/30/2021 6:00:00 AM,Storage,0.0,0.00,False
4/30/2021 10:00:00 AM,4/30/2021 6:00:00 AM,Wind,4127.0,0.05,True
4/30/2021 9:00:00 AM,4/30/2021 5:00:00 AM,Coal,14169.0,0.20,False
4/30/2021 9:00:00 AM,4/30/2021 5:00:00 AM,Gas,24558.4,0.34,False
4/30/2021 9:00:00 AM,4/30/2021 5:00:00 AM,Hydro,669.3,0.01,True
4/30/2021 9:00:00 AM,4/30/2021 5:00:00 AM,Multiple Fuels,0.0,0.00,False
4/30/2021 9:00:00 AM,4/30/2021 5:00:00 AM,Nuclear,28199.6,0.39,False
4/30/2021 9:00:00 AM,4/30/2021 5:00:00 AM,Oil,214.7,0.00,False
4/30/2021 9:00:00 AM,4/30/2021 5:00:00 AM,Other,93.4,0.00,False
4/30/2021 9:00:00 AM,4/30/2021 5:00:00 AM,Other Renewables,694.9,0.01,True
4/30/2021 9:00:00 AM,4/30/2021 5:00:00 AM,Solar,0.0,0.00,True
4/30/2021 9:00:00 AM,4/30/2021 5:00:00 AM,Storage,0.0,0.00,False
4/30/2021 9:00:00 AM,4/30/2021 5:00:00 AM,Wind,3713.7,0.05,True
4/30/2021 8:00:00 AM,4/30/2021 4:00:00 AM,Coal,13632.1,0.19,False
4/30/2021 8:00:00 AM,4/30/2021 4:00:00 AM,Gas,23293.3,0.33,False
4/30/2021 8:00:00 AM,4/30/2021 4:00:00 AM,Hydro,624.3,0.01,True
4/30/2021 8:00:00 AM,4/30/2021 4:00:00 AM,Multiple Fuels,0.0,0.00,False
4/30/2021 8:00:00 AM,4/30/2021 4:00:00 AM,Nuclear,28203.9,0.40,False
4/30/2021 8:00:00 AM,4/30/2021 4:00:00 AM,Oil,210.0,0.00,False
4/30/2021 8:00:00 AM,4/30/2021 4:00:00 AM,Other,123.4,0.00,False
4/30/2021 8:00:00 AM,4/30/2021 4:00:00 AM,Other Renewables,700.9,0.01,True
4/30/2021 8:00:00 AM,4/30/2021 4:00:00 AM,Solar,0.0,0.00,True
4/30/2021 8:00:00 AM,4/30/2021 4:00:00 AM,Storage,0.0,0.00,False
4/30/2021 8:00:00 AM,4/30/2021 4:00:00 AM,Wind,3784.1,0.05,True
4/30/2021 7:00:00 AM,4/30/2021 3:00:00 AM,Coal,12795.5,0.18,False
4/30/2021 7:00:00 AM,4/30/2021 3:00:00 AM,Gas,22250.9,0.32,False
4/30/2021 7:00:00 AM,4/30/2021 3:00:00 AM,Hydro,631.6,0.01,True
4/30/2021 7:00:00 AM,4/30/2021 3:00:00 AM,Multiple Fuels,0.0,0.00,False
4/30/2021 7:00:00 AM,4/30/2021 3:00:00 AM,Nuclear,28198.0,0.40,False
4/30/2021 7:00:00 AM,4/30/2021 3:00:00 AM,Oil,210.9,0.00,False
4/30/2021 7:00:00 AM,4/30/2021 3:00:00 AM,Other,136.6,0.00,False
4/30/2021 7:00:00 AM,4/30/2021 3:00:00 AM,Other Renewables,684.6,0.01,True
4/30/2021 7:00:00 AM,4/30/2021 3:00:00 AM,Solar,0.0,0.00,True
4/30/2021 7:00:00 AM,4/30/2021 3:00:00 AM,Storage,0.0,0.00,False
4/30/2021 7:00:00 AM,4/30/2021 3:00:00 AM,Wind,4749.1,0.07,True
4/30/2021 6:00:00 AM,4/30/2021 2:00:00 AM,Coal,13146.5,0.18,False
4/30/2021 6:00:00 AM,4/30/2021 2:00:00 AM,Gas,21996.1,0.31,False
4/30/2021 6:00:00 AM,4/30/2021 2:00:00 AM,Hydro,644.8,0.01,True
4/30/2021 6:00:00 AM,4/30/2021 2:00:00 AM,Multiple Fuels,0.0,0.00,False
