datetime_beginning_utc,datetime_beginning_ept,fuel_type,mw,fuel_percentage_of_total,is_renewable
1/31/2021 7:00:00 AM,1/31/2021 2:00:00 AM,Multiple Fuels,252.1,0.00,False
1/31/2021 7:00:00 AM,1/31/2021 2:00:00 AM,Nuclear,33666.9,0.36,False
1/31/2021 7:00:00 AM,1/31/2021 2:00:00 AM,Oil,176.2,0.00,False
1/31/2021 7:00:00 AM,1/31/2021 2:00:00 AM,Other,61.2,0.00,False
1/31/2021 7:00:00 AM,1/31/2021 2:00:00 AM,Other Renewables,718.5,0.01,True
1/31/2021 7:00:00 AM,1/31/2021 2:00:00 AM,Solar,0.0,0.00,True
1/31/2021 7:00:00 AM,1/31/2021 2:00:00 AM,Storage,0.0,0.00,False
1/31/2021 7:00:00 AM,1/31/2021 2:00:00 AM,Wind,6501.7,0.07,True
1/31/2021 6:00:00 AM,1/31/2021 1:00:00 AM,Coal,22876.1,0.24,False
1/31/2021 6:00:00 AM,1/31/2021 1:00:00 AM,Gas,28433.9,0.30,False
1/31/2021 6:00:00 AM,1/31/2021 1:00:00 AM,Hydro,885.3,0.01,True
1/31/2021 6:00:00 AM,1/31/2021 1:00:00 AM,Multiple Fuels,252.5,0.00,False
1/31/2021 6:00:00 AM,1/31/2021 1:00:00 AM,Nuclear,33670.5,0.36,False
1/31/2021 6:00:00 AM,1/31/2021 1:00:00 AM,Oil,177.0,0.00,False
1/31/2021 6:00:00 AM,1/31/2021 1:00:00 AM,Other,57.7,0.00,False
1/31/2021 6:00:00 AM,1/31/2021 1:00:00 AM,Other Renewables,763.1,0.01,True
1/31/2021 6:00:00 AM,1/31/2021 1:00:00 AM,Solar,0.0,0.00,True
1/31/2021 6:00:00 AM,1/31/2021 1:00:00 AM,Storage,0.0,0.00,False
1/31/2021 6:00:00 AM,1/31/2021 1:00:00 AM,Wind,6675.5,0.07,True
1/31/2021 5:00:00 AM,1/31/2021 12:00:00 AM,Coal,24176.4,0.26,False
1/31/2021 5:00:00 AM,1/31/2021 12:00:00 AM,Gas,27677.4,0.29,False
1/31/2021 5:00:00 AM,1/31/2021 12:00:00 AM,Hydro,903.6,0.01,True
1/31/2021 5:00:00 AM,1/31/2021 12:00:00 AM,Multiple Fuels,254.1,0.00,False
1/31/2021 5:00:00 AM,1/31/2021 12:00:00 AM,Nuclear,33667.2,0.36,False
1/31/2021 5:00:00 AM,1/31/2021 12:00:00 AM,Oil,169.8,0.00,False
1/31/2021 5:00:00 AM,1/31/2021 12:00:00 AM,Other,58.6,0.00,False
1/31/2021 5:00:00 AM,1/31/2021 12:00:00 AM,Other Renewables,747.7,0.01,True
1/31/2021 5:00:00 AM,1/31/2021 12:00:00 AM,Solar,0.0,0.00,True
1/31/2021 5:00:00 AM,1/31/2021 12:00:00 AM,Storage,0.0,0.00,False
1/31/2021 5:00:00 AM,1/31/2021 12:00:00 AM,Wind,6921.8,0.07,True
1/31/2021 4:00:00 AM,1/30/2021 11:00:00 PM,Coal,24572.6,0.26,False
1/31/2021 4:00:00 AM,1/30/2021 11:00:00 PM,Gas,28778.1,0.30,False
1/31/2021 4:00:00 AM,1/30/2021 11:00:00 PM,Hydro,1080.1,0.01,True
1/31/2021 4:00:00 AM,1/30/2021 11:00:00 PM,Multiple Fuels,251.8,0.00,False
1/31/2021 4:00:00 AM,1/30/2021 11:00:00 PM,Nuclear,33672.6,0.35,False
1/31/2021 4:00:00 AM,1/30/2021 11:00:00 PM,Oil,174.2,0.00,False
1/31/2021 4:00:00 AM,1/30/2021 11:00:00 PM,Other,59.5,0.00,False
1/31/2021 4:00:00 AM,1/30/2021 11:00:00 PM,Other Renewables,740.4,0.01,True
1/31/2021 4:00:00 AM,1/30/2021 11:00:00 PM,Solar,0.0,0.00,True
1/31/2021 4:00:00 AM,1/30/2021 11:00:00 PM,Storage,0.0,0.00,False
1/31/2021 4:00:00 AM,1/30/2021 11:00:00 PM,Wind,7033.0,0.07,True
1/31/2021 3:00:00 AM,1/30/2021 10:00:00 PM,Coal,26326.1,0.26,False
1/31/2021 3:00:00 AM,1/30/2021 10:00:00 PM,Gas,30124.1,0.30,False
1/31/2021 3:00:00 AM,1/30/2021 10:00:00 PM,Hydro,1104.0,0.01,True
1/31/2021 3:00:00 AM,1/30/2021 10:00:00 PM,Multiple Fuels,252.9,0.00,False
1/31/2021 3:00:00 AM,1/30/2021 10:00:00 PM,Nuclear,33660.3,0.34,False
1/31/2021 3:00:00 AM,1/30/2021 10:00:00 PM,Oil,178.0,0.00,False
1/31/2021 3:00:00 AM,1/30/2021 10:00:00 PM,Other,59.6,0.00,False
1/31/2021 3:00:00 AM,1/30/2021 10:00:00 PM,Other Renewables,716.7,0.01,True
1/31/2021 3:00:00 AM,1/30/2021 10:00:00 PM,Solar,0.0,0.00,True
1/31/2021 3:00:00 AM,1/30/2021 10:00:00 PM,Storage,0.0,0.00,False
1/31/2021 3:00:00 AM,1/30/2021 10:00:00 PM,Wind,7238.1,0.07,True
1/31/2021 2:00:00 AM,1/30/2021 9:00:00 PM,Coal,27733.9,0.27,False
1/31/2021 2:00:00 AM,1/30/2021 9:00:00 PM,Gas,31452.1,0.31,False
